route_id,trip_id,service_id,trip_headsign,direction_id,shape_id
119,14SEP-Saturday-119s-2,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-3,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-4,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-5,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-6,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-7,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-8,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-9,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
120,14SEP-Saturday-120e-0,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-1,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-10,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-11,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-12,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-13,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-14,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-15,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-2,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-3,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-4,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-5,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-6,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-7,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-8,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120e-9,14SEP-Saturday,Canyon Park,0,120-eb-Saturday
120,14SEP-Saturday-120w-0,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-1,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-10,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-11,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-12,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-13,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-14,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-15,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-2,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-3,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-4,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-5,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-6,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-7,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-8,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
120,14SEP-Saturday-120w-9,14SEP-Saturday,Edmonds Community College,1,120-wb-Saturday
196,14SEP-Saturday-196e-0,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-1,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-10,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-11,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-12,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-13,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-14,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-15,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-2,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-3,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-4,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-5,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-6,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-7,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-8,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196e-9,14SEP-Saturday,Alderwood Mall,0,196-eb-Saturday
196,14SEP-Saturday-196w-0,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-1,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-10,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-11,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-12,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-13,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-14,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-15,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-2,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-3,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-4,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-5,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-6,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-7,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-8,14SEP-Saturday,Edmonds,1,196-wb-Saturday
196,14SEP-Saturday-196w-9,14SEP-Saturday,Edmonds,1,196-wb-Saturday
512,14SEP-Saturday-512n-0,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-1,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-10,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-11,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-12,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-13,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-14,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-15,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-16,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-17,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-18,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-19,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-2,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-20,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-21,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-22,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-23,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-24,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-25,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-26,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-27,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-28,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-29,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-3,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-30,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-31,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-32,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-33,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-34,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-35,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-36,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-37,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-38,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-39,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-4,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-40,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-41,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-42,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-43,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-44,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-45,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-46,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-47,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-48,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-49,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-5,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-50,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-51,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-52,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-6,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-7,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-8,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512n-9,14SEP-Saturday,Everett,1,512-nb-Saturday
512,14SEP-Saturday-512s-0,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-1,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-10,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-11,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-12,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-13,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-14,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-15,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-16,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-17,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-18,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-19,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-2,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-20,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-21,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-22,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-23,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-24,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-25,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-26,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-27,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-28,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-29,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-3,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-30,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-31,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-32,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-33,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-34,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-35,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-36,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-37,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-38,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-39,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-4,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-40,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-41,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-42,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-43,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-44,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-45,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-46,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-47,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-48,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-49,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-5,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-50,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-51,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-52,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-6,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-7,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-8,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
512,14SEP-Saturday-512s-9,14SEP-Saturday,Downtown Seattle,0,512-sb-Saturday
535,14SEP-Saturday-535n-0,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-1,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-10,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-11,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-12,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-13,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-14,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-2,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-3,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-4,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-5,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-6,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-7,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-8,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535n-9,14SEP-Saturday,Lynnwood,1,535-nb-Saturday
535,14SEP-Saturday-535s-0,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-1,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-10,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-11,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-12,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-13,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-14,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-2,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-3,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-4,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-5,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-6,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-7,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
535,14SEP-Saturday-535s-8,14SEP-Saturday,Bellevue Transit Center,0,535-sb-Saturday
